"date","time","temperature_C","conductivity_mScm","salinity_psu","depth_m","pH","turbitiy_ntu","chlorophyl_mgL","dissolved_oxygen_mgL"
"08/21/17","13:00:12","33.33","0.20","0.09","0.065","9.19","7.3",17.7,"11.62"
"08/21/17","13:00:07","33.34","0.20","0.09","0.066","9.18","7.5",18.2,"11.62"
"08/21/17","13:00:06","33.33","0.20","0.09","0.068","9.18","7.5",17.9,"11.63"
"08/21/17","13:00:13","33.33","0.20","0.09","0.068","9.19","7.3",17.4,"11.62"
"08/21/17","13:00:05","33.33","0.20","0.09","0.070","9.18","7.5",17.5,"11.63"
"08/21/17","13:00:00","33.34","0.20","0.09","0.071","9.18","7.4",13.6,"11.62"
"08/21/17","13:00:02","33.33","0.20","0.09","0.074","9.18","7.5",15.4,"11.62"
"08/21/17","13:00:04","33.33","0.20","0.09","0.074","9.18","7.5",16.9,"11.62"
"08/21/17","13:00:14","33.33","0.20","0.09","0.076","9.19","7.3",17,"11.62"
"08/21/17","13:00:09","33.33","0.20","0.09","0.077","9.18","7.4",18.4,"11.63"
"08/21/17","13:00:03","33.33","0.20","0.09","0.078","9.19","7.5",16.2,"11.62"
"08/21/17","13:00:15","33.33","0.20","0.09","0.100","9.19","7.4",16.7,"11.62"
"08/21/17","13:30:07","32.63","0.20","0.09","0.029","9.14","8.0",20.8,"11.78"
"08/21/17","13:30:14","32.61","0.20","0.09","0.042","9.13","8.0",19,"11.78"
"08/21/17","13:30:00","32.63","0.20","0.09","0.045","9.14","8.0",16.4,"11.78"
"08/21/17","13:30:01","32.63","0.20","0.09","0.049","9.14","8.0",17.3,"11.78"
"08/21/17","13:30:11","32.62","0.20","0.09","0.049","9.13","8.0",20.3,"11.77"
"08/21/17","13:30:02","32.63","0.20","0.09","0.050","9.14","8.0",18.2,"11.78"
"08/21/17","13:30:04","32.63","0.20","0.09","0.050","9.13","8.0",19.7,"11.78"
"08/21/17","13:30:10","32.63","0.20","0.09","0.051","9.14","8.0",20.6,"11.78"
"08/21/17","13:30:03","32.63","0.20","0.09","0.052","9.13","8.0",19,"11.78"
"08/21/17","13:30:12","32.62","0.20","0.09","0.052","9.13","8.0",19.9,"11.77"
"08/21/17","13:30:13","32.62","0.20","0.09","0.052","9.13","8.0",19.4,"11.77"
"08/21/17","13:30:05","32.63","0.20","0.09","0.057","9.13","8.0",20.2,"11.78"
"08/21/17","13:30:08","32.63","0.20","0.09","0.057","9.14","8.0",20.9,"11.78"
"08/21/17","13:30:06","32.63","0.20","0.09","0.058","9.13","8.0",20.6,"11.78"
"08/21/17","13:30:09","32.63","0.20","0.09","0.058","9.14","8.0",20.8,"11.78"
"08/21/17","13:30:15","32.60","0.20","0.09","0.066","9.13","7.9",18.6,"11.78"
"08/21/17","13:30:16","32.59","0.20","0.09","0.097","9.13","7.9",18.2,"11.78"
"08/21/17","14:00:14","32.48","0.20","0.09","0.044","9.06","8.0",21.5,"11.26"
"08/21/17","14:00:03","32.49","0.20","0.09","0.045","9.05","7.5",19.1,"11.28"
"08/21/17","14:00:02","32.49","0.20","0.09","0.050","9.05","7.5",18.5,"11.28"
"08/21/17","14:00:08","32.48","0.20","0.09","0.052","9.05","7.7",21.3,"11.26"
"08/21/17","14:00:09","32.48","0.20","0.09","0.052","9.05","7.7",21.5,"11.26"
"08/21/17","14:00:06","32.49","0.20","0.09","0.053","9.05","7.6",20.6,"11.27"
"08/21/17","14:00:11","32.49","0.20","0.09","0.053","9.05","7.8",21.7,"11.25"
"08/21/17","14:00:05","32.49","0.20","0.09","0.054","9.05","7.6",20.1,"11.27"
"08/21/17","14:00:10","32.49","0.20","0.09","0.054","9.06","7.8",21.6,"11.25"
"08/21/17","14:00:13","32.48","0.20","0.09","0.057","9.06","7.9",21.6,"11.26"
"08/21/17","14:00:07","32.49","0.20","0.09","0.058","9.05","7.7",21,"11.26"
"08/21/17","14:00:01","32.49","0.20","0.09","0.066","9.05","7.5",17.9,"11.28"
"08/21/17","14:00:12","32.48","0.20","0.09","0.067","9.05","7.9",21.7,"11.25"
"08/21/17","14:00:04","32.49","0.20","0.09","0.068","9.05","7.6",19.6,"11.27"
"08/21/17","14:00:15","32.48","0.20","0.09","0.069","9.06","8.0",21.4,"11.26"
"08/21/17","14:00:16","32.48","0.20","0.09","0.088","9.06","8.1",21.2,"11.26"
"08/21/17","14:00:17","32.48","0.20","0.09","0.093","9.06","8.1",21,"11.26"
"08/21/17","14:30:07","32.44","0.20","0.09","0.044","9.09","7.8",19.1,"11.26"
"08/21/17","14:30:12","32.43","0.20","0.09","0.046","9.09","7.5",20.6,"11.27"
"08/21/17","14:30:03","32.44","0.20","0.09","0.049","9.08","8.0",19.4,"11.25"
"08/21/17","14:30:10","32.44","0.20","0.09","0.049","9.09","7.6",19.7,"11.27"
"08/21/17","14:30:15","32.42","0.20","0.09","0.049","9.09","7.4",22,"11.27"
"08/21/17","14:30:08","32.44","0.20","0.09","0.054","9.09","7.8",19.2,"11.26"
"08/21/17","14:30:04","32.44","0.20","0.09","0.055","9.08","8.0",19.2,"11.26"
"08/21/17","14:30:14","32.43","0.20","0.09","0.055","9.09","7.5",21.5,"11.27"
"08/21/17","14:30:11","32.44","0.20","0.09","0.057","9.09","7.6",20.1,"11.27"
"08/21/17","14:30:13","32.43","0.20","0.09","0.057","9.09","7.5",21,"11.26"
"08/21/17","14:30:02","32.44","0.20","0.09","0.060","9.08","8.0",19.5,"11.26"
"08/21/17","14:30:16","32.42","0.20","0.09","0.060","9.09","7.4",22.4,"11.27"
"08/21/17","14:30:06","32.45","0.20","0.09","0.061","9.09","7.9",19.1,"11.25"
"08/21/17","14:30:09","32.44","0.20","0.09","0.064","9.09","7.7",19.4,"11.26"
"08/21/17","14:30:05","32.44","0.20","0.09","0.066","9.08","7.9",19.1,"11.26"
"08/21/17","14:30:17","32.42","0.20","0.09","0.078","9.09","7.5",22.8,"11.28"
"08/21/17","14:30:18","32.42","0.20","0.09","0.086","9.09","7.5",23.1,"11.28"
"08/22/17","09:00:03","30.32","0.19","0.09","0.048","8.03","8.4",18.2,"6.77"
"08/22/17","09:00:01","30.32","0.19","0.09","0.049","8.03","8.6",16.7,"6.77"
"08/22/17","09:00:05","30.32","0.19","0.09","0.050","8.03","8.3",19.5,"6.77"
"08/22/17","09:00:06","30.32","0.19","0.09","0.050","8.03","8.2",19.9,"6.77"
"08/22/17","09:00:08","30.32","0.19","0.09","0.050","8.03","8.1",20.4,"6.77"
"08/22/17","09:00:13","30.32","0.19","0.09","0.050","8.03","8.0",19.6,"6.77"
"08/22/17","09:00:07","30.32","0.19","0.09","0.052","8.03","8.2",20.2,"6.77"
"08/22/17","09:00:10","30.32","0.19","0.09","0.052","8.03","8.1",20.3,"6.77"
"08/22/17","09:00:11","30.32","0.19","0.09","0.052","8.03","8.1",20.1,"6.77"
"08/22/17","09:00:15","30.32","0.19","0.09","0.052","8.03","8.0",19,"6.77"
"08/22/17","09:00:09","30.32","0.19","0.09","0.054","8.03","8.1",20.4,"6.77"
"08/22/17","09:00:14","30.32","0.19","0.09","0.054","8.03","8.0",19.3,"6.77"
"08/22/17","09:00:02","30.32","0.19","0.09","0.056","8.03","8.5",17.5,"6.77"
"08/22/17","09:00:04","30.32","0.19","0.09","0.057","8.03","8.4",18.9,"6.77"
"08/22/17","09:00:12","30.32","0.19","0.09","0.057","8.03","8.0",19.9,"6.77"
"08/22/17","09:00:16","30.32","0.19","0.09","0.069","8.03","8.0",18.8,"6.77"
"08/22/17","09:00:17","30.32","0.19","0.09","0.085","8.02","7.9",18.6,"6.77"
"08/22/17","09:30:01","30.55","0.19","0.09","0.038","8.04","8.2",13.5,"6.90"
"08/22/17","09:30:06","30.55","0.19","0.09","0.038","8.04","8.3",18.8,"6.90"
"08/22/17","09:30:02","30.55","0.19","0.09","0.040","8.04","8.2",14.7,"6.90"
"08/22/17","09:30:04","30.55","0.19","0.09","0.040","8.04","8.3",17,"6.90"
"08/22/17","09:30:09","30.55","0.19","0.09","0.040","8.04","8.4",20.4,"6.90"
"08/22/17","09:30:08","30.55","0.19","0.09","0.042","8.04","8.3",20,"6.90"
"08/22/17","09:30:13","30.55","0.19","0.09","0.043","8.04","8.4",20.7,"6.90"
"08/22/17","09:30:12","30.55","0.19","0.09","0.045","8.04","8.4",20.8,"6.90"
"08/22/17","09:30:11","30.55","0.19","0.09","0.046","8.04","8.4",20.8,"6.90"
"08/22/17","09:30:03","30.55","0.19","0.09","0.048","8.04","8.2",15.9,"6.90"
"08/22/17","09:30:05","30.55","0.19","0.09","0.048","8.04","8.3",17.9,"6.90"
"08/22/17","09:30:07","30.55","0.19","0.09","0.050","8.04","8.3",19.5,"6.89"
"08/22/17","09:30:10","30.55","0.19","0.09","0.050","8.04","8.4",20.7,"6.90"
"08/22/17","09:30:15","30.55","0.19","0.09","0.050","8.04","8.5",20.4,"6.90"
"08/22/17","09:30:14","30.55","0.19","0.09","0.053","8.04","8.4",20.5,"6.90"
"08/22/17","09:30:16","30.55","0.19","0.09","0.066","8.04","8.5",20.2,"6.90"
"08/22/17","09:30:17","30.55","0.19","0.09","0.091","8.04","8.5",20,"6.90"
"08/22/17","10:00:08","30.75","0.19","0.09","0.035","8.04","9.2",19.8,"6.80"
"08/22/17","10:00:10","30.75","0.19","0.09","0.037","8.04","9.2",19.8,"6.80"
"08/22/17","10:00:13","30.75","0.19","0.09","0.041","8.05","9.2",20.3,"6.80"
"08/22/17","10:00:14","30.75","0.19","0.09","0.041","8.05","9.2",20.5,"6.80"
"08/22/17","10:00:03","30.75","0.19","0.09","0.042","8.03","9.1",21.5,"6.81"
"08/22/17","10:00:04","30.75","0.19","0.09","0.042","8.03","9.1",21,"6.81"
"08/22/17","10:00:02","30.75","0.19","0.09","0.043","8.03","9.0",22.1,"6.81"
"08/22/17","10:00:05","30.75","0.19","0.09","0.043","8.03","9.1",20.6,"6.81"
"08/22/17","10:00:12","30.75","0.19","0.09","0.044","8.04","9.2",20.1,"6.80"
"08/22/17","10:00:11","30.75","0.19","0.09","0.045","8.04","9.2",20,"6.80"
"08/22/17","10:00:15","30.75","0.19","0.09","0.045","8.05","9.3",20.7,"6.80"
"08/22/17","10:00:06","30.75","0.19","0.09","0.047","8.04","9.2",20.2,"6.81"
"08/22/17","10:00:07","30.75","0.19","0.09","0.047","8.04","9.2",20,"6.81"
"08/22/17","10:00:09","30.75","0.19","0.09","0.048","8.04","9.2",19.8,"6.80"
"08/22/17","10:00:16","30.75","0.19","0.09","0.048","8.05","9.3",20.8,"6.80"
"08/22/17","10:00:17","30.75","0.19","0.09","0.072","8.05","9.3",20.8,"6.80"
"08/22/17","10:00:18","30.75","0.19","0.09","0.089","8.05","9.3",20.7,"6.80"
"08/22/17","10:30:10","31.07","0.19","0.09","0.048","8.16","11.2",19,"7.21"
"08/22/17","10:30:12","31.08","0.19","0.09","0.051","8.17","11.2",18.9,"7.21"
"08/22/17","10:30:02","31.05","0.19","0.09","0.052","8.17","11.0",21,"7.20"
"08/22/17","10:30:04","31.05","0.19","0.09","0.052","8.17","11.0",20.4,"7.21"
"08/22/17","10:30:07","31.06","0.19","0.09","0.052","8.17","11.1",19.6,"7.21"
"08/22/17","10:30:16","31.06","0.19","0.09","0.052","8.17","11.4",19.4,"7.22"
"08/22/17","10:30:08","31.06","0.19","0.09","0.053","8.17","11.1",19.4,"7.21"
"08/22/17","10:30:14","31.08","0.19","0.09","0.054","8.17","11.3",19,"7.21"
"08/22/17","10:30:15","31.07","0.19","0.09","0.054","8.17","11.3",19.2,"7.21"
"08/22/17","10:30:13","31.08","0.19","0.09","0.055","8.17","11.3",18.9,"7.21"
"08/22/17","10:30:05","31.05","0.19","0.09","0.056","8.16","11.0",20.1,"7.21"
"08/22/17","10:30:06","31.05","0.19","0.09","0.058","8.17","11.1",19.9,"7.21"
"08/22/17","10:30:09","31.07","0.19","0.09","0.058","8.17","11.1",19.2,"7.21"
"08/22/17","10:30:03","31.05","0.19","0.09","0.060","8.17","11.0",20.7,"7.21"
"08/22/17","10:30:11","31.08","0.19","0.09","0.061","8.16","11.2",18.9,"7.21"
"08/22/17","10:30:17","31.05","0.19","0.09","0.074","8.17","11.4",19.7,"7.22"
"08/22/17","10:30:18","31.05","0.19","0.09","0.089","8.17","11.4",20.1,"7.22"
"08/22/17","11:00:07","30.98","0.19","0.09","0.045","8.21","12.1",20.3,"7.37"
"08/22/17","11:00:01","30.97","0.19","0.09","0.046","8.21","11.7",21.4,"7.37"
"08/22/17","11:00:12","30.97","0.19","0.09","0.048","8.21","12.1",21,"7.37"
"08/22/17","11:00:02","30.98","0.19","0.09","0.050","8.21","11.8",21.1,"7.37"
"08/22/17","11:00:10","30.97","0.19","0.09","0.050","8.21","12.2",20.6,"7.37"
"08/22/17","11:00:05","30.97","0.19","0.09","0.051","8.21","12.0",20.4,"7.37"
"08/22/17","11:00:09","30.98","0.19","0.09","0.051","8.21","12.2",20.4,"7.37"
"08/22/17","11:00:04","30.98","0.19","0.09","0.052","8.21","11.9",20.6,"7.37"
"08/22/17","11:00:15","30.98","0.19","0.09","0.054","8.21","12.0",21.8,"7.37"
"08/22/17","11:00:11","30.97","0.19","0.09","0.055","8.21","12.1",20.8,"7.37"
"08/22/17","11:00:13","30.97","0.19","0.09","0.055","8.21","12.1",21.3,"7.37"
"08/22/17","11:00:03","30.97","0.19","0.09","0.056","8.21","11.9",20.8,"7.37"
"08/22/17","11:00:08","30.98","0.19","0.09","0.056","8.21","12.1",20.3,"7.37"
"08/22/17","11:00:06","30.98","0.19","0.09","0.057","8.21","12.1",20.3,"7.37"
"08/22/17","11:00:14","30.97","0.19","0.09","0.057","8.21","12.0",21.5,"7.37"
"08/22/17","11:00:16","30.98","0.19","0.09","0.066","8.21","11.9",22,"7.37"
"08/22/17","11:00:17","30.98","0.19","0.09","0.079","8.21","11.9",22.2,"7.36"
"08/22/17","11:00:18","30.98","0.19","0.09","0.096","8.21","11.8",22.4,"7.36"
"08/22/17","11:30:04","31.04","0.19","0.09","0.066","8.20","11.7",22.5,"7.38"
"08/22/17","11:30:02","31.04","0.19","0.09","0.068","8.20","12.0",24,"7.38"
"08/22/17","11:30:06","31.04","0.19","0.09","0.071","8.20","11.6",21.4,"7.37"
"08/22/17","11:30:13","31.04","0.19","0.09","0.071","8.20","11.4",20.9,"7.37"
"08/22/17","11:30:12","31.04","0.19","0.09","0.074","8.20","11.4",20.8,"7.37"
"08/22/17","11:30:03","31.04","0.19","0.09","0.075","8.20","11.8",23.2,"7.38"
"08/22/17","11:30:05","31.04","0.19","0.09","0.075","8.20","11.6",21.9,"7.37"
"08/22/17","11:30:01","31.04","0.19","0.09","0.076","8.20","12.1",24.8,"7.37"
"08/22/17","11:30:11","31.04","0.19","0.09","0.080","8.20","11.4",20.6,"7.37"
"08/22/17","11:30:08","31.04","0.19","0.09","0.081","8.20","11.5",20.7,"7.37"
"08/22/17","11:30:09","31.04","0.19","0.09","0.082","8.20","11.4",20.6,"7.37"
"08/22/17","11:30:07","31.04","0.19","0.09","0.084","8.20","11.5",21,"7.38"
"08/22/17","11:30:10","31.04","0.19","0.09","0.085","8.20","11.4",20.6,"7.37"
"08/22/17","11:30:14","31.04","0.19","0.09","0.085","8.20","11.4",21.1,"7.38"
"08/22/17","11:30:15","31.03","0.19","0.09","0.087","8.20","11.4",21.3,"7.37"
"08/22/17","11:30:16","31.03","0.19","0.09","0.094","8.20","11.4",21.4,"7.37"
"08/22/17","12:00:02","31.11","0.19","0.09","0.029","8.22","11.2",17.2,"7.32"
"08/22/17","12:00:12","31.12","0.19","0.09","0.030","8.22","10.5",20.6,"7.33"
"08/22/17","12:00:01","31.11","0.19","0.09","0.031","8.22","11.3",16.7,"7.31"
"08/22/17","12:00:05","31.11","0.19","0.09","0.032","8.22","10.8",18.6,"7.32"
"08/22/17","12:00:03","31.11","0.19","0.09","0.035","8.22","11.0",17.6,"7.32"
"08/22/17","12:00:04","31.11","0.19","0.09","0.036","8.22","10.9",18.1,"7.32"
"08/22/17","12:00:06","31.12","0.19","0.09","0.036","8.22","10.7",19,"7.32"
"08/22/17","12:00:11","31.12","0.19","0.09","0.036","8.22","10.5",20.4,"7.33"
"08/22/17","12:00:10","31.12","0.19","0.09","0.039","8.22","10.5",20.2,"7.33"
"08/22/17","12:00:13","31.12","0.19","0.09","0.041","8.22","10.6",20.6,"7.33"
"08/22/17","12:00:14","31.12","0.19","0.09","0.043","8.22","10.6",20.7,"7.33"
"08/22/17","12:00:15","31.11","0.19","0.09","0.044","8.22","10.7",20.6,"7.33"
"08/22/17","12:00:09","31.12","0.19","0.09","0.045","8.22","10.5",20,"7.33"
"08/22/17","12:00:08","31.12","0.19","0.09","0.048","8.22","10.5",19.7,"7.33"
"08/22/17","12:00:07","31.12","0.19","0.09","0.049","8.22","10.6",19.4,"7.32"
"08/22/17","12:00:16","31.11","0.19","0.09","0.066","8.22","10.7",20.6,"7.33"
"08/22/17","12:00:17","31.11","0.19","0.09","0.080","8.22","10.8",20.5,"7.33"
"08/22/17","12:00:18","31.11","0.19","0.09","0.097","8.22","10.8",20.4,"7.34"
"08/22/17","12:30:05","31.11","0.19","0.09","0.031","8.22","10.9",20.5,"7.37"
"08/22/17","12:30:11","31.11","0.19","0.09","0.031","8.21","11.2",21.9,"7.37"
"08/22/17","12:30:10","31.11","0.19","0.09","0.037","8.21","11.2",22,"7.37"
"08/22/17","12:30:12","31.11","0.19","0.09","0.038","8.21","11.2",21.8,"7.38"
"08/22/17","12:30:16","31.12","0.19","0.09","0.038","8.21","11.0",20.3,"7.38"
"08/22/17","12:30:04","31.11","0.19","0.09","0.041","8.22","10.7",19.9,"7.37"
"08/22/17","12:30:14","31.11","0.19","0.09","0.041","8.21","11.1",21.2,"7.38"
"08/22/17","12:30:17","31.12","0.19","0.09","0.041","8.21","10.9",19.9,"7.37"
"08/22/17","12:30:13","31.11","0.19","0.09","0.042","8.21","11.1",21.5,"7.38"
"08/22/17","12:30:06","31.11","0.19","0.09","0.044","8.21","11.0",21,"7.37"
"08/22/17","12:30:09","31.11","0.19","0.09","0.046","8.21","11.2",21.9,"7.37"
"08/22/17","12:30:07","31.11","0.19","0.09","0.048","8.21","11.1",21.4,"7.37"
"08/22/17","12:30:08","31.11","0.19","0.09","0.048","8.21","11.1",21.7,"7.37"
"08/22/17","12:30:03","31.12","0.19","0.09","0.050","8.22","10.6",19.3,"7.37"
"08/22/17","12:30:15","31.12","0.19","0.09","0.053","8.21","11.0",20.8,"7.38"
"08/22/17","12:30:18","31.11","0.19","0.09","0.067","8.21","10.9",19.4,"7.37"
"08/22/17","12:30:19","31.12","0.19","0.09","0.086","8.21","10.9",19,"7.37"
"08/22/17","13:00:07","31.27","0.19","0.09","0.047","8.28","11.0",18.4,"7.52"
"08/22/17","13:00:12","31.27","0.19","0.09","0.047","8.28","10.9",18.4,"7.52"
"08/22/17","13:00:06","31.27","0.19","0.09","0.048","8.28","11.0",18.7,"7.52"
"08/22/17","13:00:03","31.27","0.19","0.09","0.053","8.28","11.0",20.5,"7.52"
"08/22/17","13:00:05","31.27","0.19","0.09","0.055","8.28","11.0",19.2,"7.52"
"08/22/17","13:00:13","31.27","0.19","0.09","0.055","8.28","10.9",18.7,"7.52"
"08/22/17","13:00:01","31.27","0.19","0.09","0.059","8.28","11.0",22.1,"7.52"
"08/22/17","13:00:04","31.27","0.19","0.09","0.059","8.28","11.0",19.8,"7.52"
"08/22/17","13:00:11","31.27","0.19","0.09","0.061","8.27","11.0",18.2,"7.52"
"08/22/17","13:00:10","31.27","0.19","0.09","0.062","8.27","11.0",18,"7.52"
"08/22/17","13:00:02","31.27","0.19","0.09","0.064","8.28","11.0",21.3,"7.52"
"08/22/17","13:00:09","31.27","0.19","0.09","0.064","8.27","11.0",18,"7.52"
"08/22/17","13:00:08","31.27","0.19","0.09","0.069","8.27","11.0",18.1,"7.52"
"08/22/17","13:00:14","31.27","0.19","0.09","0.073","8.28","10.9",19.1,"7.52"
"08/22/17","13:00:16","31.27","0.19","0.09","0.078","8.26","10.8",19.8,"7.52"
"08/22/17","13:00:17","31.27","0.19","0.09","0.081","8.27","10.8",20.2,"7.52"
"08/22/17","13:00:15","31.27","0.19","0.09","0.083","8.27","10.8",19.4,"7.52"
"08/22/17","13:00:18","31.27","0.19","0.09","0.084","8.27","10.7",20.6,"7.52"
"08/22/17","13:00:19","31.27","0.19","0.09","0.095","8.26","10.7",20.9,"7.52"
"08/22/17","13:30:09","31.49","0.19","0.09","0.039","8.31","10.7",15.4,"7.60"
"08/22/17","13:30:15","31.49","0.19","0.09","0.041","8.32","10.2",17.1,"7.61"
"08/22/17","13:30:07","31.50","0.19","0.09","0.042","8.31","11.0",14.8,"7.60"
"08/22/17","13:30:12","31.49","0.19","0.09","0.043","8.31","10.4",16.3,"7.60"
"08/22/17","13:30:18","31.49","0.19","0.09","0.045","8.32","10.2",17.9,"7.61"
"08/22/17","13:30:19","31.49","0.19","0.09","0.046","8.32","10.3",18.1,"7.61"
"08/22/17","13:30:08","31.49","0.19","0.09","0.047","8.31","10.9",15.1,"7.60"
"08/22/17","13:30:17","31.49","0.19","0.09","0.047","8.32","10.2",17.6,"7.61"
"08/22/17","13:30:20","31.49","0.19","0.09","0.047","8.32","10.3",18.3,"7.61"
"08/22/17","13:30:10","31.49","0.19","0.09","0.048","8.31","10.6",15.7,"7.60"
"08/22/17","13:30:13","31.49","0.19","0.09","0.048","8.31","10.3",16.5,"7.60"
"08/22/17","13:30:14","31.49","0.19","0.09","0.048","8.32","10.3",16.8,"7.60"
"08/22/17","13:30:21","31.49","0.19","0.09","0.049","8.32","10.4",18.4,"7.61"
"08/22/17","13:30:16","31.49","0.19","0.09","0.051","8.32","10.2",17.4,"7.61"
"08/22/17","13:30:11","31.49","0.19","0.09","0.056","8.31","10.5",16,"7.60"
"08/22/17","13:30:22","31.49","0.19","0.09","0.062","8.32","10.4",18.6,"7.61"
"08/22/17","13:30:23","31.49","0.19","0.09","0.075","8.32","10.5",18.7,"7.61"
"08/22/17","13:30:24","31.49","0.19","0.09","0.092","8.32","10.5",18.7,"7.61"
"08/22/17","14:00:03","31.50","0.19","0.09","0.049","8.32","9.9",16.4,"7.67"
"08/22/17","14:00:06","31.50","0.19","0.09","0.049","8.32","10.5",16.3,"7.68"
"08/22/17","14:00:13","31.50","0.19","0.09","0.051","8.33","10.9",16.3,"7.68"
"08/22/17","14:00:09","31.49","0.19","0.09","0.052","8.32","10.8",16.2,"7.68"
"08/22/17","14:00:11","31.50","0.19","0.09","0.052","8.33","10.9",16.2,"7.68"
"08/22/17","14:00:17","31.50","0.19","0.09","0.053","8.33","10.7",16.9,"7.69"
"08/22/17","14:00:10","31.49","0.19","0.09","0.056","8.32","10.9",16.2,"7.68"
"08/22/17","14:00:12","31.49","0.19","0.09","0.057","8.33","10.9",16.2,"7.68"
"08/22/17","14:00:14","31.50","0.19","0.09","0.058","8.33","10.9",16.4,"7.68"
"08/22/17","14:00:02","31.49","0.19","0.09","0.059","8.32","9.7",16.4,"7.67"
"08/22/17","14:00:04","31.49","0.19","0.09","0.059","8.32","10.1",16.4,"7.67"
"08/22/17","14:00:05","31.49","0.19","0.09","0.059","8.32","10.3",16.3,"7.68"
"08/22/17","14:00:16","31.50","0.19","0.09","0.061","8.33","10.8",16.7,"7.69"
"08/22/17","14:00:08","31.50","0.19","0.09","0.062","8.32","10.7",16.2,"7.68"
"08/22/17","14:00:07","31.49","0.19","0.09","0.066","8.32","10.6",16.3,"7.68"
"08/22/17","14:00:15","31.50","0.19","0.09","0.067","8.33","10.8",16.5,"7.69"
"08/22/17","14:00:18","31.50","0.19","0.09","0.083","8.33","10.6",17.1,"7.69"
"08/22/17","14:00:19","31.50","0.19","0.09","0.093","8.33","10.6",17.3,"7.68"
"08/22/17","14:30:01","31.42","0.19","0.09","0.035","8.27","10.9",23.4,"7.61"
"08/22/17","14:30:14","31.42","0.19","0.09","0.035","8.27","10.1",18.7,"7.61"
"08/22/17","14:30:03","31.42","0.19","0.09","0.036","8.27","10.6",21.7,"7.60"
"08/22/17","14:30:02","31.42","0.19","0.09","0.038","8.27","10.8",22.5,"7.61"
"08/22/17","14:30:15","31.42","0.19","0.09","0.039","8.27","10.2",18.7,"7.61"
"08/22/17","14:30:11","31.42","0.19","0.09","0.040","8.28","10.0",18.6,"7.61"
"08/22/17","14:30:12","31.42","0.19","0.09","0.040","8.27","10.0",18.6,"7.61"
"08/22/17","14:30:13","31.42","0.19","0.09","0.041","8.27","10.1",18.6,"7.61"
"08/22/17","14:30:05","31.42","0.19","0.09","0.043","8.27","10.4",20.3,"7.60"
"08/22/17","14:30:06","31.42","0.19","0.09","0.044","8.28","10.3",19.8,"7.61"
"08/22/17","14:30:07","31.42","0.19","0.09","0.044","8.28","10.2",19.3,"7.61"
"08/22/17","14:30:04","31.42","0.19","0.09","0.045","8.27","10.5",21,"7.60"
"08/22/17","14:30:09","31.43","0.19","0.09","0.045","8.28","10.1",18.8,"7.61"
"08/22/17","14:30:08","31.42","0.19","0.09","0.046","8.28","10.1",19,"7.61"
"08/22/17","14:30:10","31.42","0.19","0.09","0.046","8.28","10.1",18.7,"7.61"
"08/22/17","14:30:16","31.42","0.19","0.09","0.062","8.27","10.2",18.7,"7.61"
"08/22/17","14:30:17","31.41","0.19","0.09","0.084","8.27","10.3",18.7,"7.61"
"08/22/17","14:30:18","31.41","0.19","0.09","0.096","8.27","10.4",18.7,"7.61"
"08/23/17","09:00:07","30.21","0.19","0.09","0.055","7.42","14.8",19.9,"5.72"
"08/23/17","09:00:05","30.21","0.19","0.09","0.057","7.42","14.9",21,"5.72"
"08/23/17","09:00:03","30.21","0.19","0.09","0.058","7.42","14.9",22.5,"5.71"
"08/23/17","09:00:09","30.21","0.19","0.09","0.058","7.42","14.9",19.4,"5.71"
"08/23/17","09:00:15","30.21","0.19","0.09","0.058","7.42","15.4",21.6,"5.73"
"08/23/17","09:00:16","30.21","0.19","0.09","0.058","7.42","15.6",22.2,"5.74"
"08/23/17","09:00:12","30.21","0.19","0.09","0.059","7.42","15.0",19.9,"5.72"
"08/23/17","09:00:13","30.21","0.19","0.09","0.059","7.42","15.2",20.4,"5.73"
"08/23/17","09:00:08","30.21","0.19","0.09","0.060","7.42","14.8",19.5,"5.72"
"08/23/17","09:00:10","30.21","0.19","0.09","0.060","7.42","14.9",19.4,"5.72"
"08/23/17","09:00:04","30.21","0.19","0.09","0.061","7.42","14.9",21.7,"5.72"
"08/23/17","09:00:14","30.21","0.19","0.09","0.062","7.42","15.3",20.9,"5.73"
"08/23/17","09:00:06","30.21","0.19","0.09","0.063","7.42","14.9",20.4,"5.72"
"08/23/17","09:00:11","30.22","0.19","0.09","0.064","7.42","15.0",19.6,"5.72"
"08/23/17","09:00:17","30.22","0.19","0.09","0.073","7.42","15.8",22.8,"5.74"
"08/23/17","09:00:18","30.22","0.19","0.09","0.087","7.42","16.0",23.3,"5.74"
"08/23/17","09:30:06","30.66","0.19","0.09","0.059","7.72","13.1",20.1,"6.81"
"08/23/17","09:30:03","30.66","0.19","0.09","0.060","7.72","13.7",19.9,"6.80"
"08/23/17","09:30:04","30.66","0.19","0.09","0.060","7.72","13.5",20,"6.80"
"08/23/17","09:30:05","30.66","0.19","0.09","0.060","7.72","13.3",20,"6.81"
"08/23/17","09:30:07","30.66","0.19","0.09","0.060","7.72","12.9",20.2,"6.81"
"08/23/17","09:30:08","30.66","0.19","0.09","0.060","7.72","12.8",20.4,"6.81"
"08/23/17","09:30:13","30.66","0.19","0.09","0.060","7.72","12.6",22,"6.83"
"08/23/17","09:30:02","30.66","0.19","0.09","0.061","7.72","13.9",19.9,"6.80"
