"Date","Loc","Daily_max_wind","Daily_min_wind","Daily_mean_wind","Daily_n_obs_wind","Daily_range_wind"
2019-10-10,"jlhaw",4.96,2.5,3.77432432432432,37,2.46
2020-10-10,"jlhaw",2.44,0.09,1.38918918918919,37,2.35
2021-10-10,"jlhaw",6.24,3.69,4.9872972972973,37,2.55
2022-10-10,"jlhaw",4.07,0.17,2.49189189189189,37,3.9
2019-11-10,"jlhaw",3.76,1.79,2.72837837837838,37,1.97
2020-11-10,"jlhaw",1.9,0.07,0.795945945945946,37,1.83
2021-11-10,"jlhaw",2.38,0.02,1.23135135135135,37,2.36
2022-11-10,"jlhaw",5.42,3.07,4.20594594594595,31,2.35
2018-12-10,"jlhaw",6.06,2.59,4.26756756756757,37,3.47
2019-12-10,"jlhaw",6.08,2.28,4.20891891891892,37,3.8
2020-12-10,"jlhaw",3.63,0.29,1.61416666666667,37,3.34
2021-12-10,"jlhaw",2.25,0.25,1.14378378378378,37,2
2022-12-10,"jlhaw",3.54,0.81,2.44783783783784,37,2.73
2019-02-10,"jlhaw",3.06,0.24,1.77297297297297,37,2.82
2020-02-10,"jlhaw",4.3,0,1.24135135135135,37,4.3
2021-02-10,"jlhaw",3.39,1.52,2.56756756756757,37,1.87
2022-02-10,"jlhaw",6.86,0.85,4.55108108108108,37,6.01
2023-02-10,"jlhaw",3.13,0.37,1.89972972972973,37,2.76
2019-03-10,"jlhaw",6.42,0,3.24351351351351,37,6.42
2020-03-10,"jlhaw",7.35,1.02,4.13756756756757,37,6.33
2021-03-10,"jlhaw",4.28,0.32,2.61378378378378,23,3.96
2022-03-10,"jlhaw",5.76,2.54,3.82135135135135,37,3.22
2023-03-10,"jlhaw",4.61,1.23,2.78594594594595,37,3.38
2019-04-10,"jlhaw",4.01,0,2.11054054054054,37,4.01
2020-04-10,"jlhaw",7.72,4.69,6.33756756756757,37,3.03
2021-04-10,"jlhaw",5.42,2.29,3.80486486486486,37,3.13
2022-04-10,"jlhaw",6.19,3.57,5.0172972972973,37,2.62
2023-04-10,"jlhaw",6.45,2.37,4.29027027027027,37,4.08
2017-05-10,"jlhaw",3.47,0.4,1.91513513513514,37,3.07
2018-05-10,"jlhaw",5.82,2.71,3.89054054054054,37,3.11
2019-05-10,"jlhaw",4.78,1.46,2.84945945945946,37,3.32
2021-05-10,"jlhaw",4.5,0.75,2.98783783783784,37,3.75
2022-05-10,"jlhaw",8.11,5.55,6.53945945945946,37,2.56
2023-05-10,"jlhaw",4.53,1.98,3.3445,37,2.55
2017-06-10,"jlhaw",3.47,0.9,2.001,37,2.57
2018-06-10,"jlhaw",2.68,0.36,1.21162162162162,37,2.32
2019-06-10,"jlhaw",3.58,1.13,2.24864864864865,37,2.45
2021-06-10,"jlhaw",7.75,0.32,2.00432432432432,37,7.43
2022-06-10,"jlhaw",3.94,0.05,2.11351351351351,37,3.89
2018-07-10,"jlhaw",2.99,0.02,1.4227027027027,37,2.97
2019-07-10,"jlhaw",3.86,0.31,1.85567567567568,37,3.55
2021-07-10,"jlhaw",3.35,0.08,1.10513513513514,37,3.27
2022-07-10,"jlhaw",5.47,2.99,4.15648648648649,37,2.48
2018-08-10,"jlhaw",4.09,0.16,1.85486486486486,37,3.93
2019-08-10,"jlhaw",3.76,0.06,1.78567567567568,37,3.7
2021-08-10,"jlhaw",6.98,0.3,2.41351351351351,37,6.68
2022-08-10,"jlhaw",4.73,1.51,3.42648648648649,37,3.22
2018-09-10,"jlhaw",2.27,0.01,0.861891891891892,37,2.26
2019-09-10,"jlhaw",2.15,0,1.10189189189189,37,2.15
2021-09-10,"jlhaw",5.75,1.03,3.19432432432432,37,4.72
2022-09-10,"jlhaw",4.23,0.48,2.81054054054054,37,3.75
2020-01-11,"jlhaw",5.51,1.12,3.47756756756757,37,4.39
2023-01-11,"jlhaw",3.63,0,0.802702702702703,37,3.63
2018-10-11,"jlhaw",8.44,4.1,6.24459459459459,37,4.34
2019-10-11,"jlhaw",3.83,0.42,1.94972972972973,37,3.41
2020-10-11,"jlhaw",4.96,2.2,3.23054054054054,37,2.76
2021-10-11,"jlhaw",4.04,1.58,3.15486486486486,37,2.46
2022-10-11,"jlhaw",2,0.09,1.13945945945946,37,1.91
2018-11-11,"jlhaw",4.59,0.19,2.09675675675676,37,4.4
2019-11-11,"jlhaw",5.31,0.23,3.00135135135135,37,5.08
2020-11-11,"jlhaw",3.47,0,1.85810810810811,37,3.47
2021-11-11,"jlhaw",5.08,0.02,1.91540540540541,37,5.06
2022-11-11,"jlhaw",7.59,1.43,4.85432432432432,37,6.16
2018-12-11,"jlhaw",4.22,0.95,2.91628571428571,37,3.27
2019-12-11,"jlhaw",6.18,2.38,4.19864864864865,37,3.8
2020-12-11,"jlhaw",1.38,0,0.534864864864865,37,1.38
2021-12-11,"jlhaw",7,3.15,5.33081081081081,37,3.85
2022-12-11,"jlhaw",1.18,0,0.45027027027027,37,1.18
2019-02-11,"jlhaw",2.36,0,0.862432432432432,37,2.36
2020-02-11,"jlhaw",7.86,3.66,5.92081081081081,37,4.2
2021-02-11,"jlhaw",4.66,0.42,1.92675675675676,37,4.24
2022-02-11,"jlhaw",5.42,0.23,3.56432432432432,37,5.19
2023-02-11,"jlhaw",4.43,2.38,3.16486486486486,37,2.05
2019-03-11,"jlhaw",5.7,0,2.51891891891892,37,5.7
2020-03-11,"jlhaw",4.29,0.01,1.82805555555556,37,4.28
2021-03-11,"jlhaw",5.65,1.92,4.39864864864865,37,3.73
2022-03-11,"jlhaw",3.09,0.15,1.3872972972973,37,2.94
2023-03-11,"jlhaw",7.91,3.03,5.87810810810811,37,4.88
2019-04-11,"jlhaw",4.21,0,2.60972972972973,37,4.21
2020-04-11,"jlhaw",4.8,0.04,2.14891891891892,37,4.76
2021-04-11,"jlhaw",7.98,2.73,5.55594594594595,37,5.25
2022-04-11,"jlhaw",6.25,0.71,3.60108108108108,37,5.54
2023-04-11,"jlhaw",2.49,0.29,1.44432432432432,37,2.2
2017-05-11,"jlhaw",4.37,0,0.984722222222222,37,4.37
2018-05-11,"jlhaw",2.76,0.11,1.50756756756757,37,2.65
2019-05-11,"jlhaw",3.55,0.75,2.13891891891892,37,2.8
2021-05-11,"jlhaw",4.3,0.64,2.68297297297297,36,3.66
2022-05-11,"jlhaw",7.54,4.12,5.80162162162162,37,3.42
2017-06-11,"jlhaw",3.09,0.39,1.79771428571429,37,2.7
2018-06-11,"jlhaw",4.25,0.37,2.00972972972973,37,3.88
2019-06-11,"jlhaw",5.53,1.16,3.86135135135135,37,4.37
2021-06-11,"jlhaw",4.49,1.94,3.08189189189189,8,2.55
2022-06-11,"jlhaw",3.68,0.01,1.68162162162162,37,3.67
2018-07-11,"jlhaw",3.11,0.14,1.39621621621622,37,2.97
2019-07-11,"jlhaw",4.82,0.62,3.00459459459459,37,4.2
2021-07-11,"jlhaw",4.54,1.89,3.33459459459459,37,2.65
2022-07-11,"jlhaw",3.67,0.36,1.59810810810811,37,3.31
2018-08-11,"jlhaw",3.7,0.01,1.81783783783784,37,3.69
2019-08-11,"jlhaw",3.07,0.74,2.01540540540541,37,2.33
2021-08-11,"jlhaw",3.72,1.43,2.27783783783784,37,2.29
2022-08-11,"jlhaw",4.73,1.47,2.70027027027027,37,3.26
2018-09-11,"jlhaw",1.99,0,0.538108108108108,37,1.99
2019-09-11,"jlhaw",2.24,0.07,1.06135135135135,37,2.17
2021-09-11,"jlhaw",4.87,0.11,1.38459459459459,37,4.76
2022-09-11,"jlhaw",2.78,0.06,1.31810810810811,37,2.72
2020-01-12,"jlhaw",3.35,0.59,1.76891891891892,37,2.76
2023-01-12,"jlhaw",4,0,1.46027027027027,37,4
2018-10-12,"jlhaw",3.92,1.65,2.56684210526316,37,2.27
2019-10-12,"jlhaw",3.45,0.23,1.8372972972973,37,3.22
2020-10-12,"jlhaw",1.85,0,0.835135135135135,37,1.85
2021-10-12,"jlhaw",3.41,1.27,2.34918918918919,37,2.14
2022-10-12,"jlhaw",4.04,0,1.58,37,4.04
2018-11-12,"jlhaw",4.54,1.15,2.68945945945946,37,3.39
2019-11-12,"jlhaw",8.76,0.03,4.73675675675676,37,8.73
2020-11-12,"jlhaw",4.86,1.23,3.39,37,3.63
2021-11-12,"jlhaw",4.46,1.17,2.61864864864865,37,3.29
2022-11-12,"jlhaw",5.88,1.28,3.11027027027027,37,4.6
2018-12-12,"jlhaw",2.1,0,0.483243243243243,37,2.1
2019-12-12,"jlhaw",5.22,1.74,3.66405405405405,37,3.48
2020-12-12,"jlhaw",4.98,0.34,2.65324324324324,37,4.64
2021-12-12,"jlhaw",5.13,1.39,3.30264705882353,37,3.74
2019-02-12,"jlhaw",3.02,0.19,1.92837837837838,37,2.83
2020-02-12,"jlhaw",3.57,1.35,2.65,37,2.22
2021-02-12,"jlhaw",5.28,3.5,4.38918918918919,37,1.78
2022-02-12,"jlhaw",4.17,0.53,2.51459459459459,37,3.64
2023-02-12,"jlhaw",7.16,2.68,4.77648648648649,37,4.48
2019-03-12,"jlhaw",6.23,2.08,4.10972972972973,37,4.15
2020-03-12,"jlhaw",3.65,0.09,2.00351351351351,37,3.56
2021-03-12,"jlhaw",4.65,1.5,3.46108108108108,37,3.15
2022-03-12,"jlhaw",7.83,3.15,5.56864864864865,37,4.68
2023-03-12,"jlhaw",3.39,1.15,2.20594594594595,37,2.24
2018-04-12,"jlhaw",6.76,2.06,4.60594594594595,37,4.7
2019-04-12,"jlhaw",5.24,1.04,3.43081081081081,20,4.2
2020-04-12,"jlhaw",6.09,1.44,3.39108108108108,30,4.65
2021-04-12,"jlhaw",5.99,0.21,3.45702702702703,37,5.78
2022-04-12,"jlhaw",6.13,1.84,3.60756756756757,37,4.29
2023-04-12,"jlhaw",3.23,0.8,2.04621621621622,37,2.43
2017-05-12,"jlhaw",0.05,0,0.00243243243243243,37,0.05
2018-05-12,"jlhaw",3.04,0.26,1.74567567567568,37,2.78
2019-05-12,"jlhaw",6.49,3.41,4.32675675675676,37,3.08
2021-05-12,"jlhaw",6.06,3.08,4.66675675675676,37,2.98
2022-05-12,"jlhaw",7.16,4.44,5.92108108108108,37,2.72
2017-06-12,"jlhaw",3.37,0.64,1.87151515151515,37,2.73
2018-06-12,"jlhaw",5.05,2.47,3.65621621621622,37,2.58
2019-06-12,"jlhaw",4.96,0.29,2.23189189189189,37,4.67
2021-06-12,"jlhaw",5.37,0.39,3.02189189189189,37,4.98
2022-06-12,"jlhaw",3.48,0.61,2.3,37,2.87
2017-07-12,"jlhaw",3.74,1.83,3.04923076923077,37,1.91
2018-07-12,"jlhaw",4.62,1.63,3.25918918918919,37,2.99
2019-07-12,"jlhaw",3.97,1.44,2.55432432432432,37,2.53
2021-07-12,"jlhaw",5.16,2.49,3.68162162162162,37,2.67
2022-07-12,"jlhaw",3.35,0.69,2.41837837837838,37,2.66
2018-08-12,"jlhaw",1.99,0.02,0.52,37,1.97
2019-08-12,"jlhaw",1.74,0,0.302162162162162,37,1.74
2021-08-12,"jlhaw",4.34,1.2,2.40567567567568,37,3.14
2022-08-12,"jlhaw",6.17,0.79,3.63594594594595,37,5.38
2018-09-12,"jlhaw",2.92,0.66,1.96513513513514,37,2.26
2019-09-12,"jlhaw",1.63,0.01,0.831621621621622,37,1.62
2021-09-12,"jlhaw",3.93,1.76,2.8427027027027,37,2.17
2022-09-12,"jlhaw",5.03,1.46,3.22243243243243,37,3.57
2020-01-13,"jlhaw",3.68,0,0.798108108108108,37,3.68
2023-01-13,"jlhaw",7.1,3.61,5.42243243243243,37,3.49
2018-10-13,"jlhaw",5.39,1.64,3.39189189189189,37,3.75
2019-10-13,"jlhaw",4.06,0.15,1.37567567567568,37,3.91
2020-10-13,"jlhaw",2.97,0.09,1.25783783783784,37,2.88
2021-10-13,"jlhaw",2.03,0,0.695945945945946,37,2.03
2022-10-13,"jlhaw",3.49,0,2.02891891891892,37,3.49
2018-11-13,"jlhaw",2.42,0,0.752972972972973,37,2.42
2019-11-13,"jlhaw",6.31,0.75,3.45081081081081,37,5.56
2020-11-13,"jlhaw",3.09,0.49,1.66324324324324,37,2.6
2021-11-13,"jlhaw",5.91,2.45,3.74459459459459,37,3.46
2022-11-13,"jlhaw",7.48,3.27,4.9,37,4.21
2018-12-13,"jlhaw",2.56,0,0.694324324324324,37,2.56
2019-12-13,"jlhaw",3.79,1.37,2.76054054054054,37,2.42
2020-12-13,"jlhaw",3.7,0.08,2.28675675675676,37,3.62
2021-12-13,"jlhaw",2.67,0,1.28972972972973,37,2.67
2019-02-13,"jlhaw",7.47,3.08,5.57972972972973,37,4.39
2020-02-13,"jlhaw",7.22,0.91,4.00054054054054,37,6.31
2021-02-13,"jlhaw",5.37,2.96,4.02972972972973,37,2.41
2022-02-13,"jlhaw",7.84,3.88,5.49432432432432,37,3.96
2023-02-13,"jlhaw",4.38,0.09,2.59756756756757,37,4.29
2019-03-13,"jlhaw",4.48,0,2.41081081081081,37,4.48
2020-03-13,"jlhaw",5.32,1.14,2.95567567567568,37,4.18
2021-03-13,"jlhaw",3.77,0.02,1.57,37,3.75
2022-03-13,"jlhaw",4.1,0.81,2.57243243243243,37,3.29
2023-03-13,"jlhaw",4.89,1.93,3.08135135135135,37,2.96
2018-04-13,"jlhaw",6.43,3.06,4.99864864864865,37,3.37
2019-04-13,"jlhaw",5.18,0,2.12486486486486,37,5.18
2020-04-13,"jlhaw",9.04,5.51,7.39135135135135,37,3.53
2021-04-13,"jlhaw",5.17,1.36,3.20108108108108,37,3.81
2022-04-13,"jlhaw",6.33,1.07,4.37972972972973,37,5.26
2023-04-13,"jlhaw",4.64,1.25,2.64756756756757,37,3.39
2017-05-13,"jlhaw",0,0,0,37,0
2018-05-13,"jlhaw",1.85,0.06,0.589459459459459,36,1.79
2019-05-13,"jlhaw",5.67,0.78,3.04108108108108,37,4.89
2021-05-13,"jlhaw",5.38,0.27,3.76702702702703,37,5.11
2022-05-13,"jlhaw",3.36,0.14,2.25837837837838,37,3.22
2017-06-13,"jlhaw",4.71,1.85,3.24653846153846,35,2.86
2018-06-13,"jlhaw",3.55,0.53,2.50864864864865,37,3.02
2019-06-13,"jlhaw",4.67,1.26,2.82324324324324,37,3.41
2021-06-13,"jlhaw",4.65,1.16,3.11837837837838,37,3.49
2022-06-13,"jlhaw",3.82,1.05,2.37810810810811,37,2.77
2017-07-13,"jlhaw",5.05,1.75,3.37378378378378,37,3.3
2018-07-13,"jlhaw",3.96,1.28,2.56864864864865,37,2.68
2019-07-13,"jlhaw",3.16,0.02,1.10972972972973,37,3.14
2021-07-13,"jlhaw",4.26,1.97,3.03594594594595,37,2.29
2022-07-13,"jlhaw",3.74,1.18,2.47918918918919,37,2.56
2018-08-13,"jlhaw",1.96,0.11,0.658648648648649,37,1.85
2019-08-13,"jlhaw",4.29,1.02,2.8572972972973,37,3.27
2021-08-13,"jlhaw",3.43,1.54,2.26054054054054,37,1.89
2022-08-13,"jlhaw",4.38,0.17,3.04486486486487,37,4.21
2018-09-13,"jlhaw",7.79,4.24,5.94567567567568,37,3.55
2019-09-13,"jlhaw",5.12,2.07,3.78297297297297,37,3.05
2021-09-13,"jlhaw",2.71,0.5,1.67459459459459,37,2.21
2022-09-13,"jlhaw",4.62,0.78,2.44081081081081,37,3.84
2020-01-14,"jlhaw",5.01,0.02,2.44918918918919,37,4.99
2023-01-14,"jlhaw",8.13,3.17,5.08756756756757,37,4.96
2018-10-14,"jlhaw",3.57,1.2,2.48567567567568,37,2.37
2019-10-14,"jlhaw",2.97,0.07,1.66513513513514,36,2.9
2020-10-14,"jlhaw",1.56,0.01,0.628648648648649,37,1.55
2021-10-14,"jlhaw",1.91,0.06,1.02324324324324,37,1.85
2022-10-14,"jlhaw",4.06,0.59,2.76648648648649,37,3.47
2018-11-14,"jlhaw",4.97,4.1,4.51944444444444,37,0.87
2019-11-14,"jlhaw",2.49,0.4,1.58648648648649,37,2.09
2020-11-14,"jlhaw",3.33,0,1.49540540540541,17,3.33
2021-11-14,"jlhaw",3.91,0.02,1.65216216216216,37,3.89
2022-11-14,"jlhaw",4.69,0.13,2.48108108108108,37,4.56
2018-12-14,"jlhaw",4.49,1.65,2.90081081081081,37,2.84
2019-12-14,"jlhaw",4.23,1.29,2.95378378378378,37,2.94
2020-12-14,"jlhaw",7.01,2.39,5.12351351351351,37,4.62
2021-12-14,"jlhaw",4.77,0.2,2.78108108108108,37,4.57
2019-02-14,"jlhaw",4.16,0,1.69513513513514,37,4.16
2020-02-14,"jlhaw",5.05,2.4,3.77108108108108,37,2.65
2021-02-14,"jlhaw",5.54,2.47,3.80108108108108,37,3.07
2022-02-14,"jlhaw",4.38,0.68,2.33,37,3.7
2023-02-14,"jlhaw",3.62,0.34,1.64324324324324,36,3.28
2019-03-14,"jlhaw",7.18,0,4.22108108108108,37,7.18
2020-03-14,"jlhaw",5.14,0.18,2.76,37,4.96
2021-03-14,"jlhaw",3.6,0.66,2.17162162162162,37,2.94
2022-03-14,"jlhaw",3.02,0,0.898648648648649,37,3.02
2023-03-14,"jlhaw",6.71,1.96,5.05297297297297,37,4.75
2018-04-14,"jlhaw",7.24,2.26,4.90666666666667,37,4.98
2019-04-14,"jlhaw",6.59,3.01,4.65108108108108,13,3.58
2020-04-14,"jlhaw",5.26,0.34,2.57135135135135,37,4.92
2021-04-14,"jlhaw",6.47,1.48,2.82540540540541,37,4.99
2022-04-14,"jlhaw",7.69,2.72,5.14702702702703,35,4.97
2023-04-14,"jlhaw",4.14,0,1.00594594594595,37,4.14
2017-05-14,"jlhaw",0.03,0,0.00513513513513514,37,0.03
2018-05-14,"jlhaw",3.14,0.67,1.85405405405405,37,2.47
2019-05-14,"jlhaw",5.76,3.69,4.6427027027027,37,2.07
2021-05-14,"jlhaw",4.65,0.14,1.93432432432432,37,4.51
2022-05-14,"jlhaw",3.47,0.01,1.32108108108108,37,3.46
2017-06-14,"jlhaw",3.85,1.48,2.52918918918919,37,2.37
2018-06-14,"jlhaw",3.17,1.25,2.34486486486486,37,1.92
2019-06-14,"jlhaw",4.71,0.54,2.95189189189189,37,4.17
2021-06-14,"jlhaw",3.3,1.08,2.11027027027027,37,2.22
2022-06-14,"jlhaw",4.5,1.26,2.90567567567568,37,3.24
2017-07-14,"jlhaw",3.54,0.79,2.49594594594595,37,2.75
2018-07-14,"jlhaw",1.9,0.12,0.936756756756757,37,1.78
2019-07-14,"jlhaw",3.92,0.39,2.15594594594595,37,3.53
2021-07-14,"jlhaw",4.16,1.58,2.80594594594595,37,2.58
2022-07-14,"jlhaw",1.9,0.01,0.577567567567568,37,1.89
2018-08-14,"jlhaw",4.75,0.02,1.38540540540541,37,4.73
2019-08-14,"jlhaw",2.96,0.75,1.90297297297297,37,2.21
2021-08-14,"jlhaw",3.61,0.36,1.99945945945946,37,3.25
2022-08-14,"jlhaw",2.49,0.06,1.0627027027027,37,2.43
2018-09-14,"jlhaw",12.37,8.99,10.3227027027027,37,3.38
2019-09-14,"jlhaw",3.68,0.07,1.88540540540541,37,3.61
2021-09-14,"jlhaw",4.64,0.26,2.13540540540541,37,4.38
2022-09-14,"jlhaw",4.03,0.26,2.20771428571429,37,3.77
2020-01-15,"jlhaw",2.51,0,0.744324324324324,37,2.51
2023-01-15,"jlhaw",4.52,1.66,2.96,37,2.86
2018-10-15,"jlhaw",4.46,0,2.15135135135135,37,4.46
2019-10-15,"jlhaw",2.4,0.03,1.14891891891892,37,2.37
2020-10-15,"jlhaw",3.72,0.13,2.06081081081081,37,3.59
2021-10-15,"jlhaw",2.25,0,0.887837837837838,37,2.25
2022-10-15,"jlhaw",5.2,0.78,3.05108108108108,37,4.42
2018-11-15,"jlhaw",7.35,3.38,5.01891891891892,37,3.97
2019-11-15,"jlhaw",3.67,1.72,2.74378378378378,37,1.95
2020-11-15,"jlhaw",6.58,2,4.22432432432432,37,4.58
2021-11-15,"jlhaw",5.35,2.22,4.01324324324324,37,3.13
2022-11-15,"jlhaw",4.38,1.87,3.27486486486486,37,2.51
2018-12-15,"jlhaw",5.95,1.7,3.064,37,4.25
2019-12-15,"jlhaw",4.95,0.17,2.29810810810811,37,4.78
2020-12-15,"jlhaw",4.76,2.65,3.79486486486487,37,2.11
2021-12-15,"jlhaw",2.06,0,0.977567567567568,37,2.06
2022-12-15,"jlhaw",5.03,1.93,3.15484848484848,37,3.1
2019-02-15,"jlhaw",6.97,4.53,5.45378378378378,37,2.44
2020-02-15,"jlhaw",3.73,0.94,2.08648648648649,19,2.79
2022-02-15,"jlhaw",2.73,0.4,1.54675675675676,37,2.33
2023-02-15,"jlhaw",6.24,0.59,3.77351351351351,37,5.65
2019-03-15,"jlhaw",6.78,2.91,5.10648648648649,37,3.87
2020-03-15,"jlhaw",6.47,3.21,4.88459459459459,37,3.26
2021-03-15,"jlhaw",5.54,2.21,3.83459459459459,37,3.33
2022-03-15,"jlhaw",4.43,0.01,1.58351351351351,37,4.42
2023-03-15,"jlhaw",6.19,2.48,4.61459459459459,37,3.71
2018-04-15,"jlhaw",8.87,1.48,4.79702702702703,37,7.39
2019-04-15,"jlhaw",7.95,4.03,5.90810810810811,37,3.92
2020-04-15,"jlhaw",6.84,1.4,5.16783783783784,37,5.44
2021-04-15,"jlhaw",4.82,1.2,3.40555555555556,37,3.62
2022-04-15,"jlhaw",4.33,1.22,2.86216216216216,37,3.11
2023-04-15,"jlhaw",4.16,0.71,2.28891891891892,37,3.45
2017-05-15,"jlhaw",0,0,0,37,0
2018-05-15,"jlhaw",5.14,1.01,3.29918918918919,37,4.13
2019-05-15,"jlhaw",4.26,0.1,2.26216216216216,37,4.16
2021-05-15,"jlhaw",3.3,0.25,1.53567567567568,37,3.05
2022-05-15,"jlhaw",4.18,0.8,2.40783783783784,37,3.38
2017-06-15,"jlhaw",1.72,0.01,0.42972972972973,37,1.71
2018-06-15,"jlhaw",3.76,0.69,2.34054054054054,37,3.07
2019-06-15,"jlhaw",4.22,1.2,2.68783783783784,37,3.02
2021-06-15,"jlhaw",5.36,2.19,3.73567567567568,37,3.17
2022-06-15,"jlhaw",2.73,0.84,1.71189189189189,37,1.89
2017-07-15,"jlhaw",3.37,0.57,1.70810810810811,37,2.8
2018-07-15,"jlhaw",3.39,0.21,1.60756756756757,34,3.18
2019-07-15,"jlhaw",3.98,0.01,1.69891891891892,37,3.97
2021-07-15,"jlhaw",3.54,0.63,2.10432432432432,31,2.91
2022-07-15,"jlhaw",3.03,0.01,1.57243243243243,37,3.02
2018-08-15,"jlhaw",2.33,0,0.701714285714286,37,2.33
2019-08-15,"jlhaw",2.08,0,0.728108108108108,37,2.08
2021-08-15,"jlhaw",3.55,0.26,1.39378378378378,37,3.29
2022-08-15,"jlhaw",4.56,0.62,2.20162162162162,37,3.94
2018-09-15,"jlhaw",8.01,5.35,6.81135135135135,37,2.66
2019-09-15,"jlhaw",3.39,0,1.15945945945946,19,3.39
2021-09-15,"jlhaw",2.83,0.21,1.72972972972973,37,2.62
2022-09-15,"jlhaw",5.8,0.17,3.34432432432432,37,5.63
2020-01-16,"jlhaw",7.52,1.83,4.81648648648649,37,5.69
2023-01-16,"jlhaw",3.81,0,1.66081081081081,29,3.81
2018-10-16,"jlhaw",3.22,0,1.83540540540541,37,3.22
2019-10-16,"jlhaw",4.86,0.64,2.23081081081081,37,4.22
2020-10-16,"jlhaw",6.86,1.68,3.84918918918919,37,5.18
2021-10-16,"jlhaw",6.12,0.75,4.08324324324324,37,5.37
2022-10-16,"jlhaw",2.55,0,1.20432432432432,37,2.55
2019-11-16,"jlhaw",8.85,6.28,7.67567567567568,37,2.57
